"Analysis";"Langauge Code";"Year";"Breakpoint 1";"Breakpoint 2";"alpha";"beta1";"beta2";"intercept"
"Double Breakpoint R";"fre-all";1885;8.69116672065486;10.2119944656419;-1.00221606387837;-0.402663230234693;-0.331535226587587;17.4153950974972
"Double Breakpoint R";"fre-all";1886;8.76635682996431;10.3058032779734;-1.00362752061614;-0.423759156584152;-0.311010571189755;17.3429378840366
"Double Breakpoint R";"fre-all";1887;8.76907626545156;10.3118189398873;-1.00684725004617;-0.428969939878895;-0.307196943616064;17.4632183939611
"Double Breakpoint R";"fre-all";1888;8.72374089375564;10.2283044407608;-1.00137122929715;-0.411796081260743;-0.311790440130887;17.4334937835523
"Double Breakpoint R";"fre-all";1889;8.71503611125476;10.2288008254967;-1.00082184924027;-0.412013193351616;-0.317226399860794;17.4825405864309
"Double Breakpoint R";"fre-all";1890;8.65369280387268;10.2290172894619;-0.998402526229072;-0.414028232334389;-0.327106674460478;17.425789630532
"Double Breakpoint R";"fre-all";1891;8.82857632007108;10.4188041800128;-1.01096104921024;-0.456071709028992;-0.267595220466268;17.4814366891212
"Double Breakpoint R";"fre-all";1892;8.81776372548506;10.3632412787961;-1.00794379846941;-0.437967233813404;-0.277406371832547;17.4829818884729
"Double Breakpoint R";"fre-all";1893;8.77425586254576;10.323903594595;-1.00450174088866;-0.43223856702068;-0.296444009483122;17.4443099698328
"Double Breakpoint R";"fre-all";1894;8.83418555827965;10.4186332374014;-1.00894079817772;-0.444488186576934;-0.292010905373113;17.5417173011615
"Double Breakpoint R";"fre-all";1895;8.75376617918955;10.2974547931212;-1.00521328353814;-0.420243329752467;-0.308922176718957;17.508262618993
"Double Breakpoint R";"fre-all";1896;8.82100079704883;10.3957138666324;-1.00863015523464;-0.447408819364259;-0.284568293581019;17.5829656303302
"Double Breakpoint R";"fre-all";1897;8.75588833105621;10.3223408416938;-1.00005192373692;-0.421846177376873;-0.302419541312399;17.4894340925169
"Double Breakpoint R";"fre-all";1898;8.76016806703459;10.3120415021453;-0.999899356837278;-0.420412206260529;-0.292239854294518;17.5344484625032
"Double Breakpoint R";"fre-all";1899;8.77480723188386;10.3862063694626;-1.00069639436689;-0.435968899900755;-0.283166391826719;17.5383435614193
"Double Breakpoint R";"fre-all";1900;8.78443146484886;10.3296489143711;-1.00224091910548;-0.430839019453385;-0.278275408715951;17.6755014794784
"Double Breakpoint R";"fre-all";1901;8.81694292908324;10.4178569550349;-1.00598288617033;-0.440774355610193;-0.271564522495803;17.6563496513482
"Double Breakpoint R";"fre-all";1902;8.76854525529318;10.3447114434324;-1.00012033087468;-0.425868879417771;-0.294072137868207;17.6096177662858
